viewer_id,signup_date,country,age_group,signup_quarter
2981,2023-07-13,India,36-45,2023Q3
2982,2023-12-26,Australia,36-45,2023Q4
2983,2023-05-08,Australia,56+,2023Q2
2984,2024-01-21,UK,56+,2024Q1
2985,2023-07-11,Japan,56+,2023Q3
2986,2023-09-02,Brazil,56+,2023Q3
2987,2024-03-11,Brazil,56+,2024Q1
2988,2024-03-26,Japan,56+,2024Q1
2989,2023-12-08,Germany,26-35,2023Q4
2990,2024-01-01,UK,18-25,2024Q1
2991,2023-01-23,France,36-45,2023Q1
2992,2023-01-02,Canada,56+,2023Q1
2993,2023-09-23,Brazil,18-25,2023Q3
2994,2023-08-07,Canada,18-25,2023Q3
2995,2023-02-15,UK,18-25,2023Q1
2996,2023-12-13,Mexico,36-45,2023Q4
2997,2023-08-17,USA,18-25,2023Q3
2998,2024-03-20,USA,36-45,2024Q1
2999,2023-06-05,France,26-35,2023Q2
3000,2023-08-08,Mexico,26-35,2023Q3
3001,2023-03-21,USA,36-45,2023Q1
3002,2023-05-22,Germany,26-35,2023Q2
3003,2023-06-28,Germany,56+,2023Q2
3004,2024-02-06,USA,46-55,2024Q1
3005,2023-10-12,France,26-35,2023Q4
3006,2023-08-06,Mexico,46-55,2023Q3
3007,2023-08-15,Germany,56+,2023Q3
3008,2023-03-15,UK,18-25,2023Q1
3009,2023-04-19,Brazil,36-45,2023Q2
3010,2023-04-24,UK,36-45,2023Q2
3011,2023-07-18,Mexico,18-25,2023Q3
3012,2023-11-08,UK,46-55,2023Q4
3013,2023-07-08,Japan,46-55,2023Q3
3014,2023-06-29,India,46-55,2023Q2
3015,2023-08-19,Germany,46-55,2023Q3
3016,2023-03-04,Germany,18-25,2023Q1
3017,2023-09-22,Australia,36-45,2023Q3
3018,2023-12-16,Brazil,18-25,2023Q4
3019,2023-08-08,USA,36-45,2023Q3
3020,2023-10-02,Australia,56+,2023Q4
3021,2023-02-15,UK,26-35,2023Q1
3022,2023-05-17,France,36-45,2023Q2
3023,2023-05-02,India,36-45,2023Q2
3024,2023-01-05,India,18-25,2023Q1
3025,2023-11-30,India,26-35,2023Q4
3026,2024-03-12,Mexico,46-55,2024Q1
3027,2023-12-11,Mexico,36-45,2023Q4
3028,2023-01-04,Germany,36-45,2023Q1
3029,2023-02-12,Brazil,18-25,2023Q1
3030,2023-03-11,UK,26-35,2023Q1
3031,2023-09-18,France,36-45,2023Q3
3032,2024-02-24,Canada,26-35,2024Q1
3033,2023-03-25,Australia,26-35,2023Q1
3034,2023-08-26,Canada,26-35,2023Q3
3035,2024-02-21,France,18-25,2024Q1
3036,2023-12-20,Canada,18-25,2023Q4
3037,2023-03-29,Mexico,46-55,2023Q1
3038,2024-02-18,Mexico,36-45,2024Q1
3039,2023-06-26,France,36-45,2023Q2
3040,2023-11-12,Mexico,56+,2023Q4
3041,2023-05-08,Australia,46-55,2023Q2
3042,2023-02-17,Germany,26-35,2023Q1
3043,2023-07-14,Japan,18-25,2023Q3
3044,2023-05-12,UK,46-55,2023Q2
3045,2023-06-07,Australia,46-55,2023Q2
3046,2023-07-27,Japan,56+,2023Q3
3047,2023-01-04,USA,18-25,2023Q1
3048,2023-11-04,Germany,36-45,2023Q4
3049,2024-03-18,India,26-35,2024Q1
3050,2023-05-15,India,18-25,2023Q2
3051,2023-09-22,Mexico,18-25,2023Q3
3052,2024-03-28,France,56+,2024Q1
3053,2023-04-21,France,36-45,2023Q2
3054,2023-07-02,India,26-35,2023Q3
3055,2023-03-04,Australia,46-55,2023Q1
3056,2023-06-21,Australia,46-55,2023Q2
3057,2023-02-17,Japan,26-35,2023Q1
3058,2023-08-01,India,26-35,2023Q3
3059,2023-09-09,UK,26-35,2023Q3
3060,2024-01-05,Germany,36-45,2024Q1
3061,2023-12-15,UK,26-35,2023Q4
3062,2023-01-18,Australia,36-45,2023Q1
3063,2023-08-02,Japan,46-55,2023Q3
3064,2023-11-10,Brazil,46-55,2023Q4
3065,2023-08-09,USA,26-35,2023Q3
3066,2023-05-25,USA,36-45,2023Q2
3067,2024-01-30,USA,26-35,2024Q1
3068,2023-03-03,Australia,46-55,2023Q1
3069,2024-01-15,Mexico,26-35,2024Q1
3070,2023-08-06,Japan,18-25,2023Q3
3071,2023-01-26,Germany,46-55,2023Q1
3072,2023-08-07,Japan,56+,2023Q3
3073,2023-11-07,Brazil,56+,2023Q4
3074,2023-08-21,Mexico,18-25,2023Q3
3075,2023-05-27,Mexico,18-25,2023Q2
3076,2024-01-22,USA,36-45,2024Q1
3077,2023-10-07,USA,26-35,2023Q4
3078,2023-06-03,Mexico,46-55,2023Q2
3079,2023-02-14,UK,36-45,2023Q1
3080,2023-09-30,India,18-25,2023Q3
3081,2024-03-08,Canada,26-35,2024Q1
3082,2023-01-05,Brazil,56+,2023Q1
3083,2023-11-22,Germany,26-35,2023Q4
3084,2023-11-09,Australia,26-35,2023Q4
3085,2023-12-21,Germany,26-35,2023Q4
3086,2023-10-27,Canada,26-35,2023Q4
3087,2023-10-08,France,56+,2023Q4
3088,2024-01-09,Canada,18-25,2024Q1
3089,2023-02-12,Brazil,56+,2023Q1
3090,2023-07-30,Canada,18-25,2023Q3
3091,2024-03-28,France,18-25,2024Q1
3092,2023-03-02,Japan,26-35,2023Q1
3093,2024-01-07,India,26-35,2024Q1
3094,2023-08-06,Japan,18-25,2023Q3
3095,2023-08-07,Mexico,18-25,2023Q3
3096,2023-05-11,Canada,18-25,2023Q2
3097,2023-08-16,Canada,36-45,2023Q3
3098,2024-03-05,India,46-55,2024Q1
3099,2024-03-08,Germany,36-45,2024Q1
3100,2023-09-11,Australia,46-55,2023Q3
3101,2023-11-24,Brazil,18-25,2023Q4
3102,2023-08-25,Canada,18-25,2023Q3
3103,2023-04-19,Germany,46-55,2023Q2
3104,2023-07-17,Brazil,26-35,2023Q3
3105,2023-08-18,Brazil,46-55,2023Q3
3106,2023-01-11,India,18-25,2023Q1
3107,2023-01-15,India,26-35,2023Q1
3108,2023-07-31,Canada,46-55,2023Q3
3109,2023-12-20,Mexico,46-55,2023Q4
3110,2023-04-10,Australia,26-35,2023Q2
3111,2023-12-05,Germany,46-55,2023Q4
3112,2024-02-04,France,26-35,2024Q1
3113,2023-09-28,Japan,18-25,2023Q3
3114,2023-02-13,Japan,56+,2023Q1
3115,2023-02-25,Australia,18-25,2023Q1
3116,2023-06-10,France,46-55,2023Q2
3117,2023-12-30,India,46-55,2023Q4
3118,2024-02-10,USA,56+,2024Q1
3119,2023-11-07,India,36-45,2023Q4
3120,2023-03-23,Japan,46-55,2023Q1
3121,2023-04-23,Brazil,46-55,2023Q2
3122,2023-04-29,Japan,26-35,2023Q2
3123,2023-12-06,India,26-35,2023Q4
3124,2023-03-25,Australia,26-35,2023Q1
3125,2023-01-01,Australia,36-45,2023Q1
3126,2023-05-11,Canada,26-35,2023Q2
3127,2023-05-27,Australia,26-35,2023Q2
3128,2023-12-09,India,56+,2023Q4
3129,2023-02-10,India,36-45,2023Q1
3130,2023-04-28,France,18-25,2023Q2
3131,2023-07-28,Japan,46-55,2023Q3
3132,2023-06-21,Japan,18-25,2023Q2
3133,2023-12-12,USA,56+,2023Q4
3134,2023-07-19,UK,56+,2023Q3
3135,2023-05-05,Brazil,46-55,2023Q2
3136,2023-11-02,Australia,36-45,2023Q4
3137,2023-03-10,Japan,26-35,2023Q1
3138,2023-08-14,UK,56+,2023Q3
3139,2023-07-25,India,36-45,2023Q3
3140,2023-06-20,Brazil,56+,2023Q2
3141,2023-10-19,Mexico,36-45,2023Q4
3142,2023-09-12,Australia,46-55,2023Q3
3143,2023-09-05,Canada,18-25,2023Q3
3144,2024-03-14,Brazil,26-35,2024Q1
3145,2023-01-21,UK,46-55,2023Q1
3146,2023-02-17,Australia,36-45,2023Q1
3147,2023-02-03,Japan,18-25,2023Q1
3148,2023-07-11,Mexico,56+,2023Q3
3149,2024-03-22,Canada,46-55,2024Q1
3150,2023-01-24,Brazil,18-25,2023Q1
3151,2024-03-04,Japan,46-55,2024Q1
3152,2023-06-15,USA,56+,2023Q2
3153,2023-08-12,UK,46-55,2023Q3
3154,2023-08-17,Brazil,56+,2023Q3
3155,2023-12-30,France,56+,2023Q4
3156,2023-06-14,Brazil,56+,2023Q2
3157,2023-06-11,France,36-45,2023Q2
3158,2023-10-23,India,56+,2023Q4
3159,2023-03-04,USA,56+,2023Q1
3160,2024-01-23,UK,46-55,2024Q1
3161,2024-02-28,Germany,46-55,2024Q1
3162,2023-01-11,Australia,46-55,2023Q1
3163,2023-02-07,Australia,18-25,2023Q1
3164,2023-05-26,Australia,26-35,2023Q2
3165,2023-11-29,UK,18-25,2023Q4
3166,2023-09-12,Canada,18-25,2023Q3
3167,2023-12-29,USA,18-25,2023Q4
3168,2023-01-08,Australia,26-35,2023Q1
3169,2023-01-04,Japan,26-35,2023Q1
3170,2023-03-09,France,46-55,2023Q1
3171,2024-01-15,France,36-45,2024Q1
3172,2024-03-12,UK,26-35,2024Q1
3173,2024-02-01,Canada,56+,2024Q1
3174,2024-03-30,India,46-55,2024Q1
3175,2023-09-15,Japan,56+,2023Q3
3176,2023-03-03,Mexico,18-25,2023Q1
3177,2023-06-22,Brazil,46-55,2023Q2
3178,2024-03-04,France,56+,2024Q1
3179,2023-03-19,Mexico,46-55,2023Q1
3180,2023-11-19,UK,36-45,2023Q4
3181,2023-08-09,USA,18-25,2023Q3
3182,2023-12-18,Japan,36-45,2023Q4
3183,2023-02-04,Mexico,46-55,2023Q1
3184,2023-01-04,Japan,36-45,2023Q1
3185,2023-11-01,USA,56+,2023Q4
3186,2023-06-25,India,46-55,2023Q2
3187,2023-11-19,Australia,36-45,2023Q4
3188,2023-02-25,Japan,18-25,2023Q1
3189,2023-11-21,France,26-35,2023Q4
3190,2023-11-22,Germany,46-55,2023Q4
3191,2023-05-26,Germany,46-55,2023Q2
3192,2023-05-04,India,46-55,2023Q2
3193,2023-10-04,India,18-25,2023Q4
3194,2023-03-02,Canada,36-45,2023Q1
3195,2023-04-25,USA,36-45,2023Q2
3196,2023-02-10,Canada,26-35,2023Q1
3197,2023-07-13,Canada,26-35,2023Q3
3198,2023-05-23,UK,56+,2023Q2
3199,2023-04-16,India,56+,2023Q2
3200,2023-10-16,Japan,18-25,2023Q4
3201,2023-06-15,Brazil,18-25,2023Q2
3202,2023-04-09,India,46-55,2023Q2
3203,2023-08-28,Japan,18-25,2023Q3
3204,2024-02-22,USA,46-55,2024Q1
3205,2024-03-16,India,18-25,2024Q1
3206,2023-03-27,Canada,36-45,2023Q1
3207,2023-02-24,Germany,56+,2023Q1
3208,2023-12-16,USA,56+,2023Q4
3209,2023-09-19,Australia,56+,2023Q3
3210,2023-09-26,Germany,36-45,2023Q3
3211,2023-04-19,France,56+,2023Q2
3212,2023-08-12,Brazil,46-55,2023Q3
3213,2023-05-17,Japan,26-35,2023Q2
3214,2024-02-13,Canada,36-45,2024Q1
3215,2024-03-09,Australia,36-45,2024Q1
3216,2023-05-02,Brazil,36-45,2023Q2
3217,2024-03-07,France,18-25,2024Q1
3218,2024-03-06,USA,46-55,2024Q1
3219,2023-04-29,Mexico,18-25,2023Q2
3220,2023-05-17,India,26-35,2023Q2
3221,2023-12-18,India,26-35,2023Q4
3222,2023-12-20,France,36-45,2023Q4
3223,2023-10-11,France,56+,2023Q4
3224,2023-09-02,Brazil,36-45,2023Q3
3225,2023-12-09,Germany,18-25,2023Q4
3226,2023-08-30,Germany,18-25,2023Q3
3227,2024-01-13,Canada,56+,2024Q1
3228,2023-02-16,UK,46-55,2023Q1
3229,2023-04-21,France,46-55,2023Q2
3230,2023-12-26,Germany,26-35,2023Q4
3231,2024-01-22,Mexico,26-35,2024Q1
3232,2024-03-30,India,46-55,2024Q1
3233,2023-07-11,UK,26-35,2023Q3
3234,2023-11-08,India,56+,2023Q4
3235,2023-10-14,Brazil,18-25,2023Q4
3236,2024-02-09,Australia,18-25,2024Q1
3237,2024-01-08,Japan,26-35,2024Q1
3238,2024-03-07,France,56+,2024Q1
3239,2023-06-26,Germany,46-55,2023Q2
3240,2023-11-27,Australia,18-25,2023Q4
3241,2023-03-30,Japan,56+,2023Q1
3242,2024-03-01,Germany,18-25,2024Q1
3243,2023-11-22,Mexico,26-35,2023Q4
3244,2023-08-18,Germany,18-25,2023Q3
3245,2024-01-20,USA,46-55,2024Q1
3246,2023-04-08,France,36-45,2023Q2
3247,2023-02-06,Brazil,18-25,2023Q1
3248,2023-06-16,Canada,56+,2023Q2
3249,2023-11-14,Japan,56+,2023Q4
3250,2023-07-04,Canada,56+,2023Q3
3251,2023-09-21,Mexico,18-25,2023Q3
3252,2023-02-21,Germany,26-35,2023Q1
3253,2023-03-19,Mexico,36-45,2023Q1
3254,2023-07-29,Germany,36-45,2023Q3
3255,2023-01-14,UK,26-35,2023Q1
3256,2023-07-06,UK,36-45,2023Q3
3257,2023-03-03,Mexico,18-25,2023Q1
3258,2023-11-03,Canada,56+,2023Q4
3259,2024-02-08,India,46-55,2024Q1
3260,2023-09-14,Japan,36-45,2023Q3
3261,2024-02-22,Australia,56+,2024Q1
3262,2023-10-04,Canada,46-55,2023Q4
3263,2024-02-28,India,46-55,2024Q1
3264,2023-10-22,Germany,18-25,2023Q4
3265,2023-07-04,USA,36-45,2023Q3
3266,2023-09-19,Brazil,26-35,2023Q3
3267,2023-04-12,USA,26-35,2023Q2
3268,2023-04-27,Germany,56+,2023Q2
3269,2023-06-23,USA,56+,2023Q2
3270,2024-03-24,Australia,18-25,2024Q1
3271,2023-08-20,Germany,26-35,2023Q3
3272,2023-12-17,France,56+,2023Q4
3273,2023-03-01,UK,26-35,2023Q1
3274,2023-03-16,UK,36-45,2023Q1
3275,2023-11-27,France,56+,2023Q4
3276,2023-09-16,Germany,18-25,2023Q3
3277,2023-06-05,UK,46-55,2023Q2
3278,2023-08-15,Germany,46-55,2023Q3
3279,2023-11-23,Germany,56+,2023Q4
3280,2023-04-06,India,46-55,2023Q2
3281,2024-02-21,USA,18-25,2024Q1
3282,2024-01-25,Mexico,56+,2024Q1
3283,2023-01-23,Australia,56+,2023Q1
3284,2023-11-27,UK,18-25,2023Q4
3285,2023-04-20,USA,46-55,2023Q2
3286,2023-12-15,UK,36-45,2023Q4
3287,2023-08-03,USA,46-55,2023Q3
3288,2024-03-20,India,36-45,2024Q1
3289,2023-12-22,UK,18-25,2023Q4
3290,2023-12-22,Australia,26-35,2023Q4
3291,2023-08-25,France,56+,2023Q3
3292,2023-12-16,Japan,18-25,2023Q4
3293,2023-12-08,India,46-55,2023Q4
3294,2023-12-18,Australia,46-55,2023Q4
3295,2024-01-28,USA,36-45,2024Q1
3296,2023-01-02,Germany,26-35,2023Q1
3297,2023-11-08,Australia,36-45,2023Q4
3298,2023-04-12,Brazil,36-45,2023Q2
3299,2023-10-14,UK,36-45,2023Q4
3300,2024-02-09,Japan,18-25,2024Q1
3301,2023-08-23,India,18-25,2023Q3
3302,2023-09-21,UK,36-45,2023Q3
3303,2023-06-07,France,18-25,2023Q2
3304,2023-02-23,Brazil,18-25,2023Q1
3305,2023-02-01,Canada,36-45,2023Q1
3306,2023-04-19,Canada,36-45,2023Q2
3307,2023-01-14,UK,56+,2023Q1
3308,2024-03-04,USA,46-55,2024Q1
3309,2023-07-27,USA,56+,2023Q3
3310,2023-12-09,France,46-55,2023Q4
3311,2023-11-29,France,46-55,2023Q4
3312,2023-03-18,France,26-35,2023Q1
3313,2023-01-15,Germany,46-55,2023Q1
3314,2023-05-21,Germany,18-25,2023Q2
3315,2023-04-04,UK,46-55,2023Q2
3316,2023-07-12,Mexico,26-35,2023Q3
3317,2023-01-01,Mexico,56+,2023Q1
3318,2023-12-24,Japan,56+,2023Q4
3319,2023-08-14,Germany,36-45,2023Q3
3320,2023-01-11,Canada,18-25,2023Q1
3321,2023-05-21,Australia,26-35,2023Q2
3322,2023-01-19,France,36-45,2023Q1
3323,2023-12-19,Australia,26-35,2023Q4
3324,2023-05-21,Mexico,46-55,2023Q2
3325,2023-06-01,Canada,36-45,2023Q2
3326,2023-09-14,UK,56+,2023Q3
3327,2023-09-05,Japan,26-35,2023Q3
3328,2023-02-25,Germany,18-25,2023Q1
3329,2023-05-21,Japan,18-25,2023Q2
3330,2024-02-12,France,18-25,2024Q1
3331,2023-01-28,Japan,18-25,2023Q1
3332,2023-12-07,Japan,56+,2023Q4
3333,2024-01-08,India,56+,2024Q1
3334,2023-10-04,India,56+,2023Q4
3335,2023-05-06,Canada,18-25,2023Q2
3336,2023-12-03,Mexico,36-45,2023Q4
3337,2023-11-02,Brazil,56+,2023Q4
3338,2023-12-06,Mexico,46-55,2023Q4
3339,2023-09-01,Japan,46-55,2023Q3
3340,2023-05-12,Mexico,56+,2023Q2
3341,2024-02-01,Mexico,18-25,2024Q1
3342,2023-08-03,Germany,26-35,2023Q3
3343,2024-01-01,India,46-55,2024Q1
3344,2023-08-27,India,36-45,2023Q3
3345,2023-05-08,UK,56+,2023Q2
3346,2023-03-10,Japan,56+,2023Q1
3347,2023-01-20,France,36-45,2023Q1
3348,2023-12-01,Canada,56+,2023Q4
3349,2023-01-04,Brazil,56+,2023Q1
3350,2024-03-16,Mexico,26-35,2024Q1
3351,2023-08-25,Canada,36-45,2023Q3
3352,2023-08-26,France,26-35,2023Q3
3353,2023-02-05,Mexico,36-45,2023Q1
3354,2023-08-20,Australia,26-35,2023Q3
3355,2023-01-06,France,46-55,2023Q1
3356,2023-01-04,Mexico,18-25,2023Q1
3357,2023-06-27,USA,56+,2023Q2
3358,2023-12-02,Germany,36-45,2023Q4
3359,2023-02-14,Brazil,56+,2023Q1
3360,2023-11-23,France,46-55,2023Q4
3361,2023-02-13,Japan,46-55,2023Q1
3362,2024-03-14,France,26-35,2024Q1
3363,2023-01-09,UK,56+,2023Q1
3364,2023-09-29,India,36-45,2023Q3
3365,2023-03-23,Japan,46-55,2023Q1
3366,2023-09-04,Brazil,36-45,2023Q3
3367,2023-04-27,Brazil,36-45,2023Q2
3368,2023-08-13,USA,56+,2023Q3
3369,2023-03-25,Mexico,36-45,2023Q1
3370,2023-03-20,Brazil,56+,2023Q1
3371,2024-03-19,Japan,36-45,2024Q1
3372,2023-12-06,Germany,56+,2023Q4
3373,2023-08-11,Germany,26-35,2023Q3
3374,2024-02-21,UK,46-55,2024Q1
3375,2023-01-02,UK,26-35,2023Q1
3376,2024-01-08,France,36-45,2024Q1
3377,2023-08-17,India,46-55,2023Q3
3378,2024-02-25,Brazil,18-25,2024Q1
3379,2023-09-22,France,36-45,2023Q3
3380,2023-12-02,Japan,56+,2023Q4
3381,2023-03-18,Brazil,36-45,2023Q1
3382,2023-09-07,France,26-35,2023Q3
3383,2023-08-15,Australia,36-45,2023Q3
3384,2024-02-05,Canada,56+,2024Q1
3385,2024-03-25,UK,46-55,2024Q1
3386,2023-05-30,Mexico,56+,2023Q2
3387,2023-07-10,India,36-45,2023Q3
3388,2023-07-26,India,46-55,2023Q3
3389,2023-03-21,Canada,46-55,2023Q1
3390,2023-06-17,Australia,36-45,2023Q2
3391,2023-03-16,UK,36-45,2023Q1
3392,2024-01-19,India,18-25,2024Q1
3393,2023-03-23,USA,46-55,2023Q1
3394,2023-05-13,France,46-55,2023Q2
3395,2023-07-24,Brazil,36-45,2023Q3
3396,2023-01-15,UK,56+,2023Q1
3397,2023-10-28,USA,56+,2023Q4
3398,2023-03-20,India,18-25,2023Q1
3399,2023-01-05,France,46-55,2023Q1
3400,2023-11-26,Australia,56+,2023Q4
3401,2023-06-08,Mexico,46-55,2023Q2
3402,2023-12-29,USA,18-25,2023Q4
3403,2023-01-07,Mexico,18-25,2023Q1
3404,2024-01-18,Japan,18-25,2024Q1
3405,2023-01-16,Brazil,46-55,2023Q1
3406,2024-01-18,Canada,56+,2024Q1
3407,2023-12-07,France,36-45,2023Q4
3408,2023-01-27,Brazil,36-45,2023Q1
3409,2023-05-24,Germany,56+,2023Q2
3410,2023-04-04,Canada,56+,2023Q2
3411,2023-09-04,France,46-55,2023Q3
3412,2023-11-16,Brazil,36-45,2023Q4
3413,2023-01-25,Brazil,36-45,2023Q1
3414,2023-03-22,Australia,36-45,2023Q1
3415,2023-03-19,Canada,56+,2023Q1
3416,2023-11-11,Australia,26-35,2023Q4
3417,2023-02-19,India,26-35,2023Q1
3418,2023-01-23,Mexico,36-45,2023Q1
3419,2023-05-08,Canada,36-45,2023Q2
3420,2023-03-03,Brazil,26-35,2023Q1
3421,2024-02-24,Mexico,56+,2024Q1
3422,2023-07-16,UK,36-45,2023Q3
3423,2023-09-27,UK,18-25,2023Q3
3424,2023-04-12,Brazil,18-25,2023Q2
3425,2023-04-10,Mexico,18-25,2023Q2
3426,2023-03-28,Canada,18-25,2023Q1
3427,2024-02-01,Brazil,56+,2024Q1
3428,2023-02-20,Australia,18-25,2023Q1
3429,2023-08-17,Mexico,26-35,2023Q3
3430,2024-02-21,Canada,18-25,2024Q1
3431,2023-07-17,Canada,26-35,2023Q3
3432,2024-02-09,Mexico,18-25,2024Q1
3433,2023-11-13,France,36-45,2023Q4
3434,2023-02-13,Germany,36-45,2023Q1
3435,2024-02-17,UK,26-35,2024Q1
3436,2023-09-12,India,46-55,2023Q3
3437,2024-02-29,USA,18-25,2024Q1
3438,2023-11-06,France,46-55,2023Q4
3439,2023-10-23,Germany,46-55,2023Q4
3440,2023-08-15,UK,46-55,2023Q3
3441,2023-11-10,Canada,36-45,2023Q4
3442,2024-01-02,France,56+,2024Q1
3443,2023-05-20,UK,56+,2023Q2
3444,2023-09-28,Brazil,36-45,2023Q3
3445,2023-02-21,UK,56+,2023Q1
3446,2023-07-03,India,18-25,2023Q3
3447,2023-11-21,Canada,36-45,2023Q4
3448,2023-11-28,India,36-45,2023Q4
3449,2024-03-07,USA,56+,2024Q1
3450,2023-01-16,USA,18-25,2023Q1
3451,2023-09-03,USA,26-35,2023Q3
3452,2024-03-28,UK,46-55,2024Q1
3453,2024-01-02,India,18-25,2024Q1
3454,2024-02-28,Mexico,46-55,2024Q1
3455,2023-12-22,Japan,56+,2023Q4
3456,2023-06-17,France,56+,2023Q2
3457,2024-02-12,Mexico,56+,2024Q1
3458,2023-11-06,Japan,26-35,2023Q4
3459,2023-07-31,Australia,36-45,2023Q3
3460,2023-02-25,UK,56+,2023Q1
3461,2023-02-28,USA,18-25,2023Q1
3462,2023-06-12,Canada,18-25,2023Q2
3463,2023-02-19,UK,56+,2023Q1
3464,2024-03-19,Australia,56+,2024Q1
3465,2023-07-01,USA,56+,2023Q3
3466,2023-02-08,Canada,26-35,2023Q1
3467,2023-01-24,USA,36-45,2023Q1
3468,2023-12-26,India,36-45,2023Q4
3469,2023-07-27,Brazil,26-35,2023Q3
3470,2023-12-21,Australia,26-35,2023Q4
3471,2023-03-17,Brazil,46-55,2023Q1
3472,2024-01-06,India,26-35,2024Q1
3473,2023-01-25,Mexico,26-35,2023Q1
3474,2023-07-05,Germany,36-45,2023Q3
3475,2024-01-19,Brazil,56+,2024Q1
3476,2023-02-16,France,18-25,2023Q1
3477,2023-06-18,Brazil,46-55,2023Q2
3478,2024-02-09,Japan,26-35,2024Q1
3479,2023-12-22,Mexico,18-25,2023Q4
3480,2023-12-11,India,18-25,2023Q4
3481,2023-10-01,India,36-45,2023Q4
3482,2023-02-17,Australia,26-35,2023Q1
3483,2023-08-28,Mexico,36-45,2023Q3
3484,2023-07-20,France,26-35,2023Q3
3485,2023-07-04,Germany,18-25,2023Q3
3486,2023-07-26,Germany,18-25,2023Q3
3487,2023-05-31,Germany,46-55,2023Q2
3488,2023-05-15,India,18-25,2023Q2
3489,2023-11-28,Mexico,26-35,2023Q4
3490,2023-07-02,Canada,26-35,2023Q3
3491,2023-10-11,Japan,18-25,2023Q4
3492,2023-03-09,Germany,56+,2023Q1
3493,2023-06-01,UK,56+,2023Q2
3494,2023-03-09,Japan,26-35,2023Q1
3495,2023-06-28,Australia,46-55,2023Q2
3496,2024-03-20,France,56+,2024Q1
3497,2023-03-11,Australia,36-45,2023Q1
3498,2023-07-15,Germany,56+,2023Q3
3499,2024-03-22,Australia,18-25,2024Q1
3500,2023-08-01,India,18-25,2023Q3
3501,2023-08-10,Japan,46-55,2023Q3
3502,2023-07-15,India,36-45,2023Q3
3503,2023-05-25,Canada,18-25,2023Q2
3504,2023-08-07,France,36-45,2023Q3
3505,2024-01-08,USA,56+,2024Q1
3506,2023-01-02,Mexico,56+,2023Q1
3507,2023-07-13,Mexico,36-45,2023Q3
3508,2023-05-29,Germany,36-45,2023Q2
3509,2023-06-21,UK,36-45,2023Q2
3510,2023-11-17,India,36-45,2023Q4
3511,2023-01-06,India,56+,2023Q1
3512,2023-10-22,Canada,56+,2023Q4
3513,2023-12-05,Brazil,26-35,2023Q4
3514,2024-03-04,Canada,18-25,2024Q1
3515,2023-05-13,Canada,46-55,2023Q2
3516,2023-09-30,UK,26-35,2023Q3
3517,2023-12-27,France,36-45,2023Q4
3518,2024-02-06,Germany,56+,2024Q1
3519,2024-01-03,UK,26-35,2024Q1
3520,2024-01-29,UK,46-55,2024Q1
3521,2023-09-05,Canada,56+,2023Q3
3522,2023-04-25,UK,36-45,2023Q2
3523,2023-07-07,USA,56+,2023Q3
3524,2023-09-17,USA,56+,2023Q3
3525,2023-03-12,Mexico,56+,2023Q1
3526,2023-06-04,France,36-45,2023Q2
3527,2023-12-02,USA,26-35,2023Q4
3528,2023-01-17,Germany,18-25,2023Q1
3529,2023-10-28,Brazil,26-35,2023Q4
3530,2023-11-13,India,46-55,2023Q4
3531,2023-04-03,Japan,18-25,2023Q2
3532,2023-04-10,India,36-45,2023Q2
3533,2024-03-11,USA,36-45,2024Q1
3534,2023-03-27,Germany,36-45,2023Q1
3535,2023-11-19,India,26-35,2023Q4
3536,2023-03-05,Canada,56+,2023Q1
3537,2023-02-05,Japan,26-35,2023Q1
3538,2023-01-10,France,18-25,2023Q1
3539,2023-08-24,Japan,18-25,2023Q3
3540,2024-03-22,Mexico,36-45,2024Q1
3541,2024-01-24,Germany,56+,2024Q1
3542,2024-02-15,India,56+,2024Q1
3543,2023-02-12,India,56+,2023Q1
3544,2023-12-07,USA,36-45,2023Q4
3545,2023-07-04,UK,36-45,2023Q3
3546,2023-04-26,Germany,36-45,2023Q2
3547,2024-02-02,Mexico,26-35,2024Q1
3548,2024-01-12,Mexico,36-45,2024Q1
3549,2023-07-11,India,18-25,2023Q3
3550,2023-10-01,Japan,18-25,2023Q4
3551,2023-03-15,Brazil,26-35,2023Q1
3552,2024-02-01,Brazil,36-45,2024Q1
3553,2023-02-23,Japan,46-55,2023Q1
3554,2023-12-12,USA,56+,2023Q4
3555,2024-03-24,Mexico,56+,2024Q1
3556,2023-03-23,Australia,56+,2023Q1
3557,2023-02-23,Germany,56+,2023Q1
3558,2023-04-17,France,18-25,2023Q2
3559,2023-04-04,Germany,56+,2023Q2
3560,2024-02-05,UK,36-45,2024Q1
3561,2023-12-05,Canada,56+,2023Q4
3562,2023-08-01,Australia,46-55,2023Q3
3563,2023-07-14,Mexico,18-25,2023Q3
3564,2023-12-12,USA,46-55,2023Q4
3565,2023-12-07,Australia,18-25,2023Q4
3566,2023-05-21,France,18-25,2023Q2
3567,2023-05-07,Mexico,26-35,2023Q2
3568,2023-11-22,UK,26-35,2023Q4
3569,2023-04-19,Brazil,56+,2023Q2
3570,2024-02-08,Australia,46-55,2024Q1
3571,2023-08-26,Canada,36-45,2023Q3
3572,2023-06-27,UK,56+,2023Q2
3573,2023-07-14,UK,26-35,2023Q3
3574,2023-10-27,Mexico,56+,2023Q4
3575,2023-06-18,UK,56+,2023Q2
3576,2023-07-02,USA,56+,2023Q3
3577,2023-04-22,Japan,36-45,2023Q2
3578,2023-05-30,Japan,26-35,2023Q2
